transaction_date,owner,ticker,asset_description,asset_type,transaction_type,amount,comment,party,state,industry,sector,senator,ptr_link,disclosure_date,amount_value,committees,return
2020-09-02,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,Republican,KY,Major Banks,Finance,Mitch Mcconnell,https://efdsearch.senate.gov/search/view/ptr/34ebca60-a389-42b5-874e-c59eeea89ad6/,2020-09-11,8000.5,[],0.0
2020-08-28,Child,TSLA,"Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",Child #2,Republican,PA,Auto Manufacturing,Capital Goods,Patrick J. Toomey,https://efdsearch.senate.gov/search/view/ptr/7c9adca9-c82a-49a8-b6d0-a5bc200a0dbc/,2020-09-11,8000.5,[],0.0
2020-08-27,Child,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",Child #2,Republican,PA,Computer Manufacturing,Technology,Patrick J. Toomey,https://efdsearch.senate.gov/search/view/ptr/7c9adca9-c82a-49a8-b6d0-a5bc200a0dbc/,2020-09-11,8000.5,[],0.0
2020-09-08,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,,,,,John Boozman,https://efdsearch.senate.gov/search/view/paper/19b4badb-691c-451d-90a1-5f8e68c3750d/,2020-09-08,,[],0.0
2020-08-21,Spouse,WFC,Wells Fargo &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Major Banks,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],-0.6049233352262907
2020-08-21,Spouse,DIS,The Walt Disney Company,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Services-Misc. Amusement & Recreation,Consumer Services,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],-0.6049233352262907
2020-08-21,Spouse,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Business Services,Miscellaneous,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,TXN,Texas Instruments Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Semiconductors,Technology,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Major Banks,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,KO,The Coca-Cola Company,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Beverages (Production/Distribution),Consumer Non-Durables,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,KS,Computer Manufacturing,Technology,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,ALL,The Allstate Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Property-Casualty Insurers,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,ABBV,AbbVie Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Major Pharmaceuticals,Health Care,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Food Chains,Consumer Services,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Integrated oil Companies,Energy,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,,,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],-0.4336129694524088
2020-08-21,Self,WFC,Wells Fargo &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Major Banks,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],-0.6049233352262907
2020-08-21,Self,DIS,The Walt Disney Company,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Services-Misc. Amusement & Recreation,Consumer Services,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],-0.6049233352262907
2020-08-21,Self,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Business Services,Miscellaneous,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,TXN,Texas Instruments Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Semiconductors,Technology,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,,,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Oil & Gas Production,Energy,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,MPC,Marathon Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Integrated oil Companies,Energy,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Major Banks,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,KS,Department/Specialty Retail Stores,Consumer Services,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,KO,The Coca-Cola Company,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Beverages (Production/Distribution),Consumer Non-Durables,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,KS,,,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],-0.4336129694524088
2020-08-21,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,KS,Computer Manufacturing,Technology,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,ALL,The Allstate Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Property-Casualty Insurers,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,ABBV,AbbVie Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,KS,Major Pharmaceuticals,Health Care,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Food Chains,Consumer Services,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Major Banks,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Major Pharmaceuticals,Health Care,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,INTC,Intel Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Semiconductors,Technology,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,GILD,"Gilead Sciences, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Medical/Nursing Services,Health Care,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Integrated oil Companies,Energy,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-08-21,Self,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,KS,Major Banks,Finance,Jerry Moran,https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/,2020-09-08,8000.5,[],0.0
2020-09-02,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,,,,,Michael F. Bennet,https://efdsearch.senate.gov/search/view/ptr/d4ab53a8-86b8-43ee-8d12-64458b870046/,2020-09-02,,[],0.0
2020-08-21,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Finance Companies,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-21,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,,,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],-0.10123590444983452
2020-08-21,Spouse,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,,,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-21,Spouse,ARE,"Alexandria Real Estate Equities, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-21,Spouse,CONE,CyrusOne Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-13,Spouse,GLD,SPDR Gold Shares,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,,,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-07,Spouse,KWEB,KraneShares CSI China Internet ETF,Other Securities,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,,,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-06,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Finance Companies,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-06,Spouse,LUBFX,Lord Abbett Ultra Short Bond Fund Class F,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,,,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],0.0
2020-08-06,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,,,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,2020-09-01,8000.5,[],-0.10123590444983452
2020-08-27,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",R,Republican,KS,Computer Manufacturing,Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,75000.5,[],1.4837296568659526
2020-08-05,Spouse,BA,The Boeing Company,Stock,Purchase,"$15,001 - $50,000",R,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,32500.5,[],0.8734481754422699
2020-08-19,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Department/Specialty Retail Stores,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,8000.5,[],2.0936191488032
2020-08-18,Spouse,GOLD,Barrick Gold Corporation,Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Precious Metals,Basic Industries,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,8000.5,[],0.0
2020-08-18,Spouse,BBY,"Best Buy Co., Inc.",Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,8000.5,[],0.0
2020-08-18,Spouse,GLD,SPDR Gold Shares,Stock,Purchase,"$15,001 - $50,000",555,Republican,KS,,,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,32500.5,[],0.0
2020-08-17,Spouse,NVAX,"Novavax, Inc.",Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,8000.5,[],0.0
2020-08-27,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",sep,Republican,KS,Computer Manufacturing,Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,75000.5,[],1.4837296568659526
2020-08-03,Spouse,TSLA,"Tesla, Inc.",Stock,Purchase,"$50,001 - $100,000",sep,Republican,KS,Auto Manufacturing,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,75000.5,[],0.36812580012417384
2020-08-03,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",sep,Republican,KS,Computer Manufacturing,Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,75000.5,[],1.4837296568659526
2020-07-31,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",Sep,Republican,KS,Computer Manufacturing,Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/,2020-08-30,75000.5,[],1.4837296568659526
2020-08-20,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #3,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],-0.6958042622763826
2020-08-20,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #2,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],-0.6958042622763826
2020-08-20,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #1,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],-0.6958042622763826
2020-08-21,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.0
2020-08-21,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Trucking Freight/Courier Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.0
2020-08-21,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Air Freight/Delivery Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-21,Spouse,SQ,"Square, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-21,Spouse,T,AT&amp;T Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,Democrat,OR,Telecommunications Equipment,Public Utilities,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],2.7036369472358706
2020-08-21,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Democrat,OR,Integrated oil Companies,Energy,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-19,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Trucking Freight/Courier Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.0
2020-08-19,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-19,Spouse,KR,The Kroger Co.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Food Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],3.6390627094007404
2020-08-19,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Air Freight/Delivery Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-18,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,RETAIL: Building Materials,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-18,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,,,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-17,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Trucking Freight/Courier Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.0
2020-08-14,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Trucking Freight/Courier Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-14,Spouse,PSA,Public Storage,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Real Estate Investment Trusts,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-14,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Air Freight/Delivery Services,Transportation,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-11,Spouse,F,Ford Motor Company,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Auto Manufacturing,Capital Goods,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-11,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,,,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.0
2020-08-07,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.9303438184368559
2020-08-05,Spouse,WDAY,"Workday, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,EDP Services,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],0.0
2020-08-05,Spouse,PSA,Public Storage,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Real Estate Investment Trusts,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-05,Spouse,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,Food Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],3.6390627094007404
2020-08-05,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,,,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],0.0
2020-08-05,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],0.0
2020-08-05,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,Specialty Chemicals,Consumer Durables,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],0.0
2020-08-05,Spouse,BYND,"Beyond Meat, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Packaged Foods,Consumer Non-Durables,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,32500.5,[],1.3076721896586205
2020-08-04,Spouse,PSA,Public Storage,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Real Estate Investment Trusts,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,75000.5,[],0.0
2020-08-04,Spouse,MTCH,"Match Group, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],0.0
2020-08-04,Spouse,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,Food Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/33782dc2-cf18-4f2f-82c3-64d6e9572596/,2020-08-29,8000.5,[],3.6390627094007404
